CommentID,VideoID,VideoTitle,AuthorName,AuthorChannelID,CommentText,Sentiment,Likes,Replies,PublishedAt,CountryCode,CategoryID,CommentTextWithContext
UgyMBiBUYhr7h8akynx4AaABAg,5bm5tT0bN7c,Top 5 Programming Languages to learn in 2018,@sowjeeammu3606,UCvv4PeuTID9JnDjS1gV-6VA,"5. C#
4. Swift
3. Java/kotlin
2. Java script
1. Python
Hon'bl 
5. PHP
4. Golang
3. R
2. C ++  
1. SQL",Neutral,1,0,2018-02-21 03:10:26,IN,27,"Video Title: Top 5 Programming Languages to learn in 2018. Comment: 5. C#
4. Swift
3. Java/kotlin
2. Java script
1. Python
Hon'bl 
5. PHP
4. Golang
3. R
2. C ++  
1. SQL"
UgyUFNjAwEKB0C4ymWd4AaABAg,DqDpaNh4L8A,ISRAEL IS COLLAPSING | The Kyle Kulinski Show,@rogeliozamora9264,UC8Hu3NtjWi4GLWref8Hw9qQ,It's high time that JUSTICE is being done here.  My heart goes out to the poor Palestinians who have endured all these atrocities.,Positive,10,0,2024-08-14 01:34:46,US,25,Video Title: ISRAEL IS COLLAPSING | The Kyle Kulinski Show. Comment: It's high time that JUSTICE is being done here.  My heart goes out to the poor Palestinians who have endured all these atrocities.
UgwxrrdA9G1ZLqao9kx4AaABAg_aug,eYVGoXPq2RA,CRUD REST API using Node | Express | MongoDB,AugmentedUser,AugmentedCID,How can I create a get request using a name input instead of an ID?,Neutral,0,0,2025-02-05 03:53:57,IN,27,Video Title: CRUD REST API using Node | Express | MongoDB. Comment: How can I create a get request using a name input instead of an ID?
UgwB9oUEM5cqg6yKG6x4AaABAg,1kkvalOcSog,How to learn Java? | Java Learning Path,@surajpal-ru7os,UCvMF3oJbuzIWYVaiLALrISA,"Sir, I was suffered to learn java programming from your website.and it has something wrong that I could open your site.plss do something.it buffers for long time to open..",Negative,0,0,2019-05-21 15:28:18,IN,27,"Video Title: How to learn Java? | Java Learning Path. Comment: Sir, I was suffered to learn java programming from your website.and it has something wrong that I could open your site.plss do something.it buffers for long time to open.."
UgyB-nWkoxQw9mXI0GV4AaABAg_aug,j7Y3DH983dA,Don't mistake impoliteness for personality #boxing,AugmentedUser,AugmentedCID,TOTALLY DISRESPECTFUL - will LOSE sympathy,Negative,0,0,2025-02-04 13:17:47,US,17,Video Title: Don't mistake impoliteness for personality #boxing. Comment: TOTALLY DISRESPECTFUL - will LOSE sympathy
UgxOatl1uYjK5grc-2d4AaABAg,nrgSZ96sZLI,Trump says 'epic' cease-fire is result of his 2024 victory: 'PEACE THROUGH STRENGTH',@marjrosen1295,UCdQ9CDGUcDJZIyb2hXvRQxg,Most of you mutts think Trump won in 2020.  He did nit.,Negative,0,1,2025-01-17 18:45:56,US,25,Video Title: Trump says 'epic' cease-fire is result of his 2024 victory: 'PEACE THROUGH STRENGTH'. Comment: Most of you mutts think Trump won in 2020.  He did nit.
UgwM9maGMaIXWpoXGcV4AaABAg,yR79JMEmo-0,chef is forced to use month-old grease 🤮 #kitchennightmares,@TeRenner123,UCvq0uj-95yB3JRWhc8SC-UQ,this must be illigal,Negative,0,0,2025-01-14 09:35:09,IE,24,Video Title: chef is forced to use month-old grease 🤮 #kitchennightmares. Comment: this must be illigal
UgxcZIy_rEYy84tQEFh4AaABAg,OvorXXWRqpw,#whalerescue#fishingtrip#barnacles#wildlife#oceanlife#foryou#foryoupage#fyp,@Dcole-cd8mq,UCx8yowUHsLUyJyKfLXSLeeA,I feel itchy now 😢,Negative,0,0,2025-01-12 18:22:39,AU,15,Video Title: #whalerescue#fishingtrip#barnacles#wildlife#oceanlife#foryou#foryoupage#fyp. Comment: I feel itchy now 😢
Ugy8S0kCTPqcW2y64094AaABAg,nvFEDxo9y3c,The Worst Computer Virus of All Time,@Minim_gaming,UCb-xpSQLjolydEithRuVrGw,Turn to Christ repent and seek Him Amen.,Neutral,1,0,2025-01-09 22:03:21,US,28,Video Title: The Worst Computer Virus of All Time. Comment: Turn to Christ repent and seek Him Amen.
UgyYakHEpHWz8TsYJH54AaABAg,g12ioT-emGQ,Tallest Player in Squid Game in DEEP Trouble #shorts,@LesleeJemwa,UClKi92gt5Z7VzxVPnmbHNFg,Very funny 😂😂😂😂😂😂😂😂,Positive,0,0,2025-01-12 11:42:44,AU,24,Video Title: Tallest Player in Squid Game in DEEP Trouble #shorts. Comment: Very funny 😂😂😂😂😂😂😂😂
UgyUleBcPfPzD7RDh_x4AaABAg_aug,-_cxL8XWxo8,How to win Roblox Squid Game (Shrimp Game) every time!,AugmentedUser,AugmentedCID,Color blindness glasses for this game are useless,Negative,0,0,2025-02-04 12:50:21,NZ,20,Video Title: How to win Roblox Squid Game (Shrimp Game) every time!. Comment: Color blindness glasses for this game are useless
UgzQgOI5Mdo7HYIK0Wh4AaABAg,8Qc4-oksH8A,Mitch McConnell Just Killed Trump's Impeachment,@RationalMinded,UCTO3OWcl0JBBeSSyYQsXYdA,"""Democracy"" at it's finest, right America?",Negative,5,23,2020-01-08 08:51:42,US,25,"Video Title: Mitch McConnell Just Killed Trump's Impeachment. Comment: ""Democracy"" at it's finest, right America?"
Ugzh_y0PPFvi5Dvoy_B4AaABAg,JACLFTx5ySM,THEY ARE HUNTED: UKRAINIAN SPECIAL FORCES DESTROYS WHOLE NORTH KOREAN PLATOON IN KURSK || 2025,@ad5ez1,UCeBik1PqqeIPwicGTfE9UCg,Just as worthless as Russians!,Negative,0,0,2025-01-11 05:06:39,AU,25,Video Title: THEY ARE HUNTED: UKRAINIAN SPECIAL FORCES DESTROYS WHOLE NORTH KOREAN PLATOON IN KURSK || 2025. Comment: Just as worthless as Russians!
Ugx2uN8hE0E-6xBYmhp4AaABAg,ev1YoNrIIEw,Why are you not creating anything in c++ ?,@tusharsharma5053,UC2jKMdmtL22hNHqhG8uVQvg,or with drogon framework,Neutral,0,0,2024-12-25 17:59:17,IN,27,Video Title: Why are you not creating anything in c++ ?. Comment: or with drogon framework
Ugw2hNXMU7bOL5ixSeJ4AaABAg_aug,uzvurop45tM,Voicing All Our Inner Thoughts,AugmentedUser,AugmentedCID,Do their parents really behave like this off-camera too? There is no way she's just acting here 😭,Negative,0,0,2025-02-04 01:21:14,CA,26,Video Title: Voicing All Our Inner Thoughts. Comment: Do their parents really behave like this off-camera too? There is no way she's just acting here 😭
UgwAAHMzhrrKC6Hzw2J4AaABAg,eci9iU_s6Ag,#34 Python Tutorial for Beginners | Types of Arguments in Python,@muhammedthayyib9202,UCHxhJr8C6tZT06bXiTUDlmA,"sir 

def calci(*y):
    c=0
    for i in y:
        c=c+i
        print(c)
g=calci(2+2+9*9-9/9)

gives 84.0.

when I use Debug, I could not find any steps? could pls explain",Neutral,0,1,2021-12-12 10:23:28,IN,27,"Video Title: #34 Python Tutorial for Beginners | Types of Arguments in Python. Comment: sir 

def calci(*y):
    c=0
    for i in y:
        c=c+i
        print(c)
g=calci(2+2+9*9-9/9)

gives 84.0.

when I use Debug, I could not find any steps? could pls explain"
Ugw_8F8JEJzRV7Q7rdh4AaABAg,o3K_HbpWNpg,Think Fast. Talk Smart | Matt Abrahams | TEDxMontaVistaHighSchool,@virajphanase399,UCOiKQMbnZp9KbTpXfkRtV4A,It's whein,Neutral,0,0,2024-12-10 16:36:45,US,25,Video Title: Think Fast. Talk Smart | Matt Abrahams | TEDxMontaVistaHighSchool. Comment: It's whein
Ugzz56JaCv4mXhX1jDt4AaABAg,TJmgLIHJDHc,The elderly man misunderstands everything #catshorts #cat #animation,@Gamingbysaf,UCebhguSsQ5QODEyXj3uDWOA,Bro wtf,Negative,0,0,2025-01-15 08:20:19,NZ,15,Video Title: The elderly man misunderstands everything #catshorts #cat #animation. Comment: Bro wtf
UgwzpvXGXC56vAyXgrF4AaABAg,wGcLnoHKLlo,He Created An Incredible Invention For His Farm Animals! 😮,@pingpingchai8888,UCDVSSxh4eJBvA3330qVnapw,the narrater must really listen to what he said ..,Negative,5,1,2025-01-09 06:37:37,US,15,Video Title: He Created An Incredible Invention For His Farm Animals! 😮. Comment: the narrater must really listen to what he said ..
UgwuKZxbPSZsUol1lnh4AaABAg,-7PFlcv1leo,Which VPN is Best/Safest? - Virtual Private Networks #shorts,@vr........3075,UCY2jcATxNyUgd6U-kMY01zA,Ho,Neutral,0,0,2022-04-19 17:06:23,IN,27,Video Title: Which VPN is Best/Safest? - Virtual Private Networks #shorts. Comment: Ho
UgyITAqGKat3xf3egUl4AaABAg_aug,fjO9GPh_vJI,Nvdia's CES 2025 Event: Everything Revealed in 12 Minutes,AugmentedUser,AugmentedCID,"The 5090 costs $2,000.... No thanks",Negative,0,0,2025-02-04 01:52:34,CA,28,"Video Title: Nvdia's CES 2025 Event: Everything Revealed in 12 Minutes. Comment: The 5090 costs $2,000.... No thanks"
Ugy06UHOY7cR19LXXTx4AaABAg,owuq_An4cnk,Donald Trump's victory speech in full – video,@raimivision6570,UCCHFMdNcWyqaNsJJ0J-4qWg,His speech > His presidency,Negative,53,5,2020-11-08 02:25:11,GB,25,Video Title: Donald Trump's victory speech in full – video. Comment: His speech > His presidency
UgzqKkS0mSyM2tnxeHN4AaABAg,2BLVD1EGuLA,This is what you need to do to de-ice the motors #trucks #trailers #truckers #trucking #truckdriver,@mohammadmalik4472,UCyVwjx2PD33UfMBzcegjh0w,"I have worked on US army’s OSHKOSH tank transport trucks , which are equipped with on board engine block and coolant heater which runs of chassis batteries separately connected from the cranking batteries.
This feature allows the abandoned trucks to be restarted without external help!",Positive,32,0,2025-01-06 00:25:49,IE,2,"Video Title: This is what you need to do to de-ice the motors #trucks #trailers #truckers #trucking #truckdriver. Comment: I have worked on US army’s OSHKOSH tank transport trucks , which are equipped with on board engine block and coolant heater which runs of chassis batteries separately connected from the cranking batteries.
This feature allows the abandoned trucks to be restarted without external help!"
UgxqwsTrvMC3i6zc6nx4AaABAg,tGDQuWDk2Z8,iPad | Should you buy it?,@test-vk1we,UC4xwkBFgJEzg4GKcI8mHFGw,"Nice one,
Spread awareness like this only",Positive,57,0,2021-11-27 16:43:41,IN,27,"Video Title: iPad | Should you buy it?. Comment: Nice one,
Spread awareness like this only"
Ugzl92AZ0bH8rBde1A14AaABAg_aug,WRnNcFqK4wc,LIFT THE TOP CHALLENGE #shorts,AugmentedUser,AugmentedCID,"This guy can't seem to catch a break, it's sad lol",Negative,0,0,2025-02-04 01:19:18,CA,26,"Video Title: LIFT THE TOP CHALLENGE #shorts. Comment: This guy can't seem to catch a break, it's sad lol"
Ugx3rCQioSU_4zjqjs94AaABAg,vuCTHpuqWaM,12 Jan: INSANE. Russians Lose 50 TANKS & Armored Vehicles. Fields Filled With Russian Bodies.,@jokku4624,UCM2rUxKenit5zZZQjJiyUMg,Can't roll armor if you don't own the air. The human loss in this war is just..... Sickening.,Negative,3,0,2025-01-13 00:00:41,AU,25,Video Title: 12 Jan: INSANE. Russians Lose 50 TANKS & Armored Vehicles. Fields Filled With Russian Bodies.. Comment: Can't roll armor if you don't own the air. The human loss in this war is just..... Sickening.
UgxFhnEIwX18C9OQzsV4AaABAg,i6tU1PPQbKg,Donald Trump vows to take Panama Canal and Greenland,@brumbuzuka.shorts,UCUnLct3vTxTTUzjXUY222Qg,Oh i thought Russia was the bad guy what happened? New american president threatens to invade 3 countries!? 😂,Negative,0,0,2025-01-10 03:46:21,GB,25,Video Title: Donald Trump vows to take Panama Canal and Greenland. Comment: Oh i thought Russia was the bad guy what happened? New american president threatens to invade 3 countries!? 😂
Ugxmj35xvRBoSawe5b14AaABAg,PYX15otb5n4,Trump’s Tariffs BACKFIRE Spectacularly | The Kyle Kulinski Show,@bryanjones9952,UCNo2-F6EWL-kKj6S3k3RQKw,"Trump will just blame any increases in prices on the ""Biden economy"".",Negative,0,0,2025-01-16 00:09:31,US,25,"Video Title: Trump’s Tariffs BACKFIRE Spectacularly | The Kyle Kulinski Show. Comment: Trump will just blame any increases in prices on the ""Biden economy""."
Ugzb6u8LeaeZTTip7v14AaABAg,FGmK-s9dlqw,William Barr Distances Himself From Trump,@Policesamuri77717,UC5dC0iYt8tZlC9CpHpMa4dg,But I will use an event to show why I disagree. Lieutenant Clint Lorance was just pardoned by President Trump. He was imprisoned under President Obama. He made a decision that saved American lives and was sent to jail for it.,Negative,1,1,2019-11-17 19:27:01,US,25,Video Title: William Barr Distances Himself From Trump. Comment: But I will use an event to show why I disagree. Lieutenant Clint Lorance was just pardoned by President Trump. He was imprisoned under President Obama. He made a decision that saved American lives and was sent to jail for it.
UgyMJEZJ_WbgT7Cd8B54AaABAg,7eh4d6sabA0,Python Machine Learning Tutorial (Data Science),@veotic2728,UCPsxJd6qZJ6GCY9j0NBRHGw,You are the reason why I started programming. I'll never forget the things you've done to help me.,Positive,242,5,2020-09-21 14:52:00,AU,27,Video Title: Python Machine Learning Tutorial (Data Science). Comment: You are the reason why I started programming. I'll never forget the things you've done to help me.
Ugy5Qu4w6-LXcX5F-794AaABAg,S1P1C4SaCe8,Zion 360 to SILENCE his Critics!😭,@lago2372,UC7nZNghY4XhXZMcTQ07SUCw,Definitely show time 😮,Positive,0,0,2025-01-10 17:07:27,US,17,Video Title: Zion 360 to SILENCE his Critics!😭. Comment: Definitely show time 😮
UgxE9q9o-lL8BO1drLR4AaABAg,sae_R6iZxhE,Can you jump as high as Cristiano Ronaldo??,@MaryLaney01,UCRNalM_ieqWZdkGiawlAYgw,"Lexi, u r the better Rivera 😂",Positive,0,0,2025-01-11 15:25:43,GB,17,"Video Title: Can you jump as high as Cristiano Ronaldo??. Comment: Lexi, u r the better Rivera 😂"
Ugww9Djo9tSne2Oj-HF4AaABAg_aug,Cae3ovlTgqg,The right thing to do when you're kidnapped #movie #film #shorts,AugmentedUser,AugmentedCID,LOL! These dumb women always overestimate their ability to outsmart men.,Negative,0,0,2025-02-04 04:09:54,NZ,1,Video Title: The right thing to do when you're kidnapped #movie #film #shorts. Comment: LOL! These dumb women always overestimate their ability to outsmart men.
UgyJIDRZAYWilUo9muN4AaABAg,KQeJHL6dXu4,Germany decides to send weapons from its military to Ukraine | DW News,@CharliMorganMusic,UC-KDWf1OwOA_lxJaTYIh2Eg,"Yes! Good, Germany!!!",Positive,2,0,2022-02-27 10:36:53,DE,25,"Video Title: Germany decides to send weapons from its military to Ukraine | DW News. Comment: Yes! Good, Germany!!!"
UgyyqQUFFIUzSdengTp4AaABAg,pagma1x94YM,Bron couldn’t miss his opportunity 😭,@David-qy1ou,UCwhOffV_LRMDNXmeP4fAdTA,He came back from Diddy,Neutral,0,0,2025-01-10 05:26:01,US,17,Video Title: Bron couldn’t miss his opportunity 😭. Comment: He came back from Diddy
UgwsgVpcK4cAcEwtx_p4AaABAg_aug,uZHlqipjgNw,divorced...,AugmentedUser,AugmentedCID,"Kim, please be extremely wary of that man. From the prank with the policeman who pulled you over with the fake arrest I could tell that he was trying to dominate you. Every prank he did was a demonstration of that control.",Negative,0,0,2025-02-04 01:42:59,CA,22,"Video Title: divorced.... Comment: Kim, please be extremely wary of that man. From the prank with the policeman who pulled you over with the fake arrest I could tell that he was trying to dominate you. Every prank he did was a demonstration of that control."
Ugwx0dcManLBhpEE1gB4AaABAg,P7t13SGytRk,"Build a Netflix Landing Page Clone with HTML, CSS & JS",@miclemabasie4424,UCOBMma2APfbas30KurxXSmQ,"wow this is very good sir there are soo many basic concept of html n css that your the first person to make me understand soo well, thanks alot..",Positive,0,0,2019-06-03 10:29:07,US,27,"Video Title: Build a Netflix Landing Page Clone with HTML, CSS & JS. Comment: wow this is very good sir there are soo many basic concept of html n css that your the first person to make me understand soo well, thanks alot.."
UgzSdC_uIeF_LPw3sIJ4AaABAg,tiPvH2t1j2A,South Korean President Yoon Suk Yeol refuses to answer questions after arrest | BBC News,@Carbon_Zero,UCEcMmeg3kb5dCIhvP70FIPQ,"Political polarization, it's everywhere.  Someone hit somebody, and claims it is self defense. People are divided into two extremes believing one or the other.  It's on all over, so sad.",Neutral,2,2,2025-01-17 01:35:58,GB,25,"Video Title: South Korean President Yoon Suk Yeol refuses to answer questions after arrest | BBC News. Comment: Political polarization, it's everywhere.  Someone hit somebody, and claims it is self defense. People are divided into two extremes believing one or the other.  It's on all over, so sad."
UgzBN5T3b7CqkKGYZQV4AaABAg,Frtbe60-OFc,We Cheated 90s Hot Hatch Prices,@Carsarecool-rm4kf,UCCFEJWq503FvwXFy_AfBsWQ,could have got a peugot 106,Neutral,0,0,2025-01-08 20:02:13,GB,2,Video Title: We Cheated 90s Hot Hatch Prices. Comment: could have got a peugot 106
UgzvZpcyskFJzE5-evl4AaABAg,FJ32thShjLs,Close Call At (-60) Freezing Weather | #shorts #viral @OutdoorBoys,@BIG-ROB,UCJFydEQCEWByNAJTjyc0mKg,I'm from the UK 🇬🇧 and I have nothing but respect for this guy 100% and I find his videos ABSOLUTELY BRILLIANT + very intriguing. I've never ever experienced anything like that before other than sleeping in a tent on the back garden when I was a kid. He seems so relaxed in these potentially life threatening situations and very calm within his surroundings. I wish him all the best in any future videos that he may post and hope he stays safe ❤,Positive,1,0,2025-01-09 21:32:30,US,26,Video Title: Close Call At (-60) Freezing Weather | #shorts #viral @OutdoorBoys. Comment: I'm from the UK 🇬🇧 and I have nothing but respect for this guy 100% and I find his videos ABSOLUTELY BRILLIANT + very intriguing. I've never ever experienced anything like that before other than sleeping in a tent on the back garden when I was a kid. He seems so relaxed in these potentially life threatening situations and very calm within his surroundings. I wish him all the best in any future videos that he may post and hope he stays safe ❤
UgxjICAyYvbzIYqHIdl4AaABAg,XYAYsyOYtm0,FBI director acted like ‘Mr. Magoo’ during testimony: Miranda Devine,@megankaufmunn2718,UCIeQ51D9f8UTb3Bd_DYUtEw,Can't just blame Hunter......he's a fallen apple from a very wicked tree......like father like son.,Neutral,17,1,2022-08-06 15:00:17,US,25,Video Title: FBI director acted like ‘Mr. Magoo’ during testimony: Miranda Devine. Comment: Can't just blame Hunter......he's a fallen apple from a very wicked tree......like father like son.
UgxPpFa6qTwyLaJTW6N4AaABAg,DNkLoBtWFhA,"Palisades Fire reaches Brentwood, threatens San Fernando Valley",@Kimmy-t8e,UC_lMfcudZ5LjYD0-brOXovg,Hmmm... Did it ever cross to some one how convenient where the fires started when all these things that are coming to light about hollywood ? When certain inevestigations are happening???,Negative,7,5,2025-01-12 04:37:07,AU,25,"Video Title: Palisades Fire reaches Brentwood, threatens San Fernando Valley. Comment: Hmmm... Did it ever cross to some one how convenient where the fires started when all these things that are coming to light about hollywood ? When certain inevestigations are happening???"
UgxotyTDnGlVdBYw-4t4AaABAg,RIUTN3PTUzE,Biden SLAPS Trump with 72-year-old law,@winningjubbly9712,UCQ4lF9uQE8cRzLEBul8yGrg,"If this decision by Biden does so much good for America, why the hell didn't he make said decision as soon as Biden became president?

Can anyone tell me why other than the obvious, which is the left making petty moves to try and sabotage the incoming Administration?",Negative,0,0,2025-01-14 09:35:50,NZ,25,"Video Title: Biden SLAPS Trump with 72-year-old law. Comment: If this decision by Biden does so much good for America, why the hell didn't he make said decision as soon as Biden became president?

Can anyone tell me why other than the obvious, which is the left making petty moves to try and sabotage the incoming Administration?"
UgwagSGVVmkE73g4c7V4AaABAg,NDSOooaibMo,IN FULL: Lee Anderson on grooming gangs and Labour in Reform speech,@stefantrbovic936,UC_2CxzfsxInACHh1ABGb5pw,"Where do the majority of Pakistani rape / groomers come from?
Mirpuris: Predominantly settled in towns and cities like Bradford, Birmingham, and Luton.
	•	Punjabis: Spread across areas like London, Manchester, and Glasgow.",Neutral,0,0,2025-01-09 00:02:44,GB,25,"Video Title: IN FULL: Lee Anderson on grooming gangs and Labour in Reform speech. Comment: Where do the majority of Pakistani rape / groomers come from?
Mirpuris: Predominantly settled in towns and cities like Bradford, Birmingham, and Luton.
	•	Punjabis: Spread across areas like London, Manchester, and Glasgow."
Ugymap_9S7OkTS1PZKR4AaABAg_aug,ostkOGM57zo,Her self-discipline makes her shine in front of everyone.#shorts #shortvideo #viralvideo #foryou,AugmentedUser,AugmentedCID,"After all that dedication and effort, he still betrayed her, leaving her to raise their kids solo. Ladies, please, never do that for any guy! Self-sacrifice, strictness, and hating your own body will not guarantee his love, care, or even respect for you. Be authentic to yourself, and never prioritize his perception of you over your own worth.",Negative,0,0,2025-02-04 01:34:26,CA,26,"Video Title: Her self-discipline makes her shine in front of everyone.#shorts #shortvideo #viralvideo #foryou. Comment: After all that dedication and effort, he still betrayed her, leaving her to raise their kids solo. Ladies, please, never do that for any guy! Self-sacrifice, strictness, and hating your own body will not guarantee his love, care, or even respect for you. Be authentic to yourself, and never prioritize his perception of you over your own worth."
UgzWb7_wJz5paInCuXd4AaABAg,3ScxxGbwbMM,Ukraine admits heavy losses in Russian onslaught | DW News,@kevinstevens5309,UC2BQWgwSts8KvjMFp1T0bIA,Thanks for true journalism and great reporting! 👍,Positive,18,1,2022-04-30 03:57:12,DE,25,Video Title: Ukraine admits heavy losses in Russian onslaught | DW News. Comment: Thanks for true journalism and great reporting! 👍
Ugwfi_lq-gnUe4aAlKZ4AaABAg,i53Gi_K3o7I,20 System Design Concepts Explained in 10 Minutes,@nahmevibestudio,UCDcXXBV8YpkVgQWAInCLSTg,I really like the way you pronounce ser-v-er. It slows down a bit which magically bring more order into the understanding.,Positive,1,0,2024-07-10 03:36:43,US,27,Video Title: 20 System Design Concepts Explained in 10 Minutes. Comment: I really like the way you pronounce ser-v-er. It slows down a bit which magically bring more order into the understanding.
UgyGePOimvUchj5u1e94AaABAg,kAOuj6o7Kxs,Create your own react library and JSX,@somnathduttabanik,UCgrf_q970p3PU3i4f6SzdeQ,"I am really thankful for all the knowledge you freely share on YouTube and for your guidance....Thank You, Sir",Positive,0,0,2024-07-30 11:32:56,IN,27,"Video Title: Create your own react library and JSX. Comment: I am really thankful for all the knowledge you freely share on YouTube and for your guidance....Thank You, Sir"
Ugyw4vrWWrY33lF_Hnd4AaABAg,a0r9_-Awot8,Definition Of In The Wrong Heat 😮‍💨,@edwardwright7295,UCEheqy3ac_M8aOK6NmcDV9w,That kid sounds straight out of the 70s in the background... Awesome Superfly and The Mack type stuff😂😂😂😂😂,Neutral,429,7,2025-01-06 15:04:15,AU,17,Video Title: Definition Of In The Wrong Heat 😮‍💨. Comment: That kid sounds straight out of the 70s in the background... Awesome Superfly and The Mack type stuff😂😂😂😂😂
UgzVRwNGydRPjFT7C0V4AaABAg,mrTTXq3D4mA,Taking a ski lift without ski's 😂🎿                🎥: N Strandanäs via ViralHog,@marsell7857,UCvo-DIds3qt6CrRXy3QC2RQ,"Würde man bei uns nicht dürfen.
Mit Shuhe machste Löcher wo jemand anders  dann stürzen könnte.",Negative,0,0,2025-01-12 17:40:15,AU,26,"Video Title: Taking a ski lift without ski's 😂🎿                🎥: N Strandanäs via ViralHog. Comment: Würde man bei uns nicht dürfen.
Mit Shuhe machste Löcher wo jemand anders  dann stürzen könnte."
UgzOk0SOkWg_OVUA6Xx4AaABAg,LnJwH_PZXnM,How not to take things personally? | Frederik Imbo | TEDxMechelen,@sedah4562,UC0OvFMYLVd89hblgj8iuNzQ,Great video and methodology but I think my method might be simpler. I just don’t care about most strangers. lol. It may not make sense but it works.,Positive,0,1,2025-01-07 19:48:34,US,25,Video Title: How not to take things personally? | Frederik Imbo | TEDxMechelen. Comment: Great video and methodology but I think my method might be simpler. I just don’t care about most strangers. lol. It may not make sense but it works.
UgwUoQLZh-DRRWCtOpp4AaABAg_aug,HP0NPhNO74w,Trapped Cheetah Freed by Rescuers' Intervention,AugmentedUser,AugmentedCID,"What beautiful animals!! I can't understand how we dare to interfere in their lives... how awful human beings are... we deserve a reprimand from God, without a doubt... 😢",Negative,0,0,2025-02-03 14:56:31,AU,15,"Video Title: Trapped Cheetah Freed by Rescuers' Intervention. Comment: What beautiful animals!! I can't understand how we dare to interfere in their lives... how awful human beings are... we deserve a reprimand from God, without a doubt... 😢"
Ugxzf-37C-jUCrggktB4AaABAg,VSsvHDB2cZI,성공 vs 실패?! 오징어게임2 원조 달고나 - Success vs Failure?!  Do You Want to Play Squid Game 2? - Dalgona,@jonathanjonathan4286,UCKn1yVqxpuembixakFfQpbg,you dead,Negative,0,0,2025-01-12 07:53:27,CA,26,Video Title: 성공 vs 실패?! 오징어게임2 원조 달고나 - Success vs Failure?!  Do You Want to Play Squid Game 2? - Dalgona. Comment: you dead
UgwWDZMm4-0up-qOilp4AaABAg,skIT5OxTycA,"No one believed in him, but he did it😏",@VincentP220,UC5MVrImUey7bCIflIvaHSLA,My mother made a shot like this. Center ice at a Milwaukee Admirals game in the late 90s. Won a funjet family vacation,Neutral,0,0,2025-01-11 21:37:51,GB,17,"Video Title: No one believed in him, but he did it😏. Comment: My mother made a shot like this. Center ice at a Milwaukee Admirals game in the late 90s. Won a funjet family vacation"
UgyG7pt8rlGYXLzA8G54AaABAg,ostkOGM57zo,Her self-discipline makes her shine in front of everyone.#shorts #shortvideo #viralvideo #foryou,@Sunflowersarepretty,UCU0bTHTFkSBRP6xIcEbM2oQ,"Im sorry i won't ever sacrifîce good sleep like that. I already have trouble sleeping so getting up once more to put makeup on and then going back to sleep is crazy to me. I know women do this but it's fine to once look like a human with ""flaws"" if your hair's messy 😂 maybe its just me ig. 🤷🏻‍♀️",Negative,1,0,2025-01-10 11:37:54,US,26,"Video Title: Her self-discipline makes her shine in front of everyone.#shorts #shortvideo #viralvideo #foryou. Comment: Im sorry i won't ever sacrifîce good sleep like that. I already have trouble sleeping so getting up once more to put makeup on and then going back to sleep is crazy to me. I know women do this but it's fine to once look like a human with ""flaws"" if your hair's messy 😂 maybe its just me ig. 🤷🏻‍♀️"
UgzL7RtWZbcKgVGPvUd4AaABAg,EVuhsbAKRJ0,388 Shocked Everyone | Squid Game S2.E5 | #shorts,@mdnghtanml7164,UCnneo2kwix4uM1FF8R54-gg,"Bro why is this a game, this shit easy af 💀",Negative,0,0,2025-01-11 23:05:31,CA,24,"Video Title: 388 Shocked Everyone | Squid Game S2.E5 | #shorts. Comment: Bro why is this a game, this shit easy af 💀"
UgxHQSTXTW6MzFR6vLR4AaABAg,X4wNLFrv9Co,Which one will you choose to use the cola keycap?#keyboard,@Bradley-kj1dv,UCEl2Rss7_STmxYtEop_oscA,2,Neutral,0,0,2025-01-12 21:39:42,AU,28,Video Title: Which one will you choose to use the cola keycap?#keyboard. Comment: 2
UgyR3aMTVH0j6mN-YGF4AaABAg,vIQ2fJfcIx4,The driving lessons she learned from her client... || Save Your Life || Her mistakes corrected,@olivesanz,UCaiU-3J2IeZKGbt9gVY_fNQ,"She's Asian. Miss, you should have ✔️ that box in the disability section.",Negative,0,0,2025-01-11 13:33:39,GB,26,"Video Title: The driving lessons she learned from her client... || Save Your Life || Her mistakes corrected. Comment: She's Asian. Miss, you should have ✔️ that box in the disability section."
UgzIrIpz5RlnosWwRtB4AaABAg,D0XIwMgy5oQ,White House dodges questions on Hunter Biden laptop,@scottbrown7415,UC9wyGizgCqDlbnGSpFf5EMA,Someone should frame a question to the white house regarding how Hunter and Joe's side incomes have been impacted by the regional conflict in Ukraine? And if they have taken care of  the welfare and safety of Hunters business partners?,Negative,70,5,2022-03-19 13:51:51,CA,25,Video Title: White House dodges questions on Hunter Biden laptop. Comment: Someone should frame a question to the white house regarding how Hunter and Joe's side incomes have been impacted by the regional conflict in Ukraine? And if they have taken care of  the welfare and safety of Hunters business partners?
